school_code,county,pub-priv,district,city,school_name,enrollment,up-to-date-percentage,conditional-percentage,medical-exemption-percentage,belief-exemption-percentage,religious-belief_exemption_percentage
6038095,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,EL CAJON,DEHESA ELEMENTARY,18,100,0,0,0,0
127118,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,ALPINE,THE HEIGHTS CHARTER,24,13,79,0,8,4
6115620,SAN DIEGO,PUBLIC,DEL MAR UNION ELEMENTARY,SAN DIEGO,ASHLEY FALLS ELEMENTARY,45,89,0,0,11,0
6110696,SAN DIEGO,PUBLIC,DEL MAR UNION ELEMENTARY,SAN DIEGO,CARMEL DEL MAR ELEMENTARY,65,91,3,0,6,0
6038111,SAN DIEGO,PUBLIC,DEL MAR UNION ELEMENTARY,DEL MAR,DEL MAR HEIGHTS ELEMENTARY,59,90,2,0,8,0
6088983,SAN DIEGO,PUBLIC,DEL MAR UNION ELEMENTARY,DEL MAR,DEL MAR HILLS ELEMENTARY,44,98,2,0,0,0
114686,SAN DIEGO,PUBLIC,DEL MAR UNION ELEMENTARY,SAN DIEGO,OCEAN AIR,81,99,0,0,1,1
6117923,SAN DIEGO,PUBLIC,DEL MAR UNION ELEMENTARY,SAN DIEGO,SAGE CANYON,101,98,0,0,2,0
110114,SAN DIEGO,PUBLIC,DEL MAR UNION ELEMENTARY,SAN DIEGO,SYCAMORE RIDGE,66,97,2,0,2,0
6120596,SAN DIEGO,PUBLIC,DEL MAR UNION ELEMENTARY,SAN DIEGO,TORREY HILLS,68,99,1,0,0,0
6066989,SAN DIEGO,PUBLIC,ENCINITAS UNION ELEMENTARY,ENCINITAS,CAPRI ELEMENTARY,95,92,0,0,8,0
6117709,SAN DIEGO,PUBLIC,ENCINITAS UNION ELEMENTARY,CARLSBAD,EL CAMINO CREEK ELEMENTARY,90,89,0,0,11,0
6099402,SAN DIEGO,PUBLIC,ENCINITAS UNION ELEMENTARY,ENCINITAS,FLORA VISTA ELEMENTARY,48,94,0,0,6,0
6106132,SAN DIEGO,PUBLIC,ENCINITAS UNION ELEMENTARY,CARLSBAD,LA COSTA HEIGHTS ELEMENTARY,99,88,2,1,9,0
6108534,SAN DIEGO,PUBLIC,ENCINITAS UNION ELEMENTARY,CARLSBAD,MISSION ESTANCIA ELEMENTARY,59,95,3,0,2,0
6038152,SAN DIEGO,PUBLIC,ENCINITAS UNION ELEMENTARY,ENCINITAS,OCEAN KNOLL ELEMENTARY,94,89,1,0,10,1
6112445,SAN DIEGO,PUBLIC,ENCINITAS UNION ELEMENTARY,CARLSBAD,OLIVENHAIN PIONEER ELEMENTARY,68,93,0,0,7,0
6095046,SAN DIEGO,PUBLIC,ENCINITAS UNION ELEMENTARY,ENCINITAS,PARK DALE LANE ELEMENTARY,71,90,6,0,4,0
6038145,SAN DIEGO,PUBLIC,ENCINITAS UNION ELEMENTARY,ENCINITAS,PAUL ECKE-CENTRAL ELEMENTARY,82,85,6,0,9,0
107870,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,BERNARDO ELEMENTARY,95,95,2,0,3,1
6038178,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,CENTRAL ELEMENTARY,171,78,1,0,1,1
6116776,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,CLASSICAL ACADEMY,134,71,1,0,27,4
6038186,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,CONWAY ELEMENTARY,112,97,1,0,2,0
102608,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,FARR AVENUE ELEMENTARY,147,97,2,0,1,0
6038202,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,FELICITA ELEMENTARY,126,100,0,0,0,0
6038939,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,GLEN VIEW ELEMENTARY,138,99,0,0,1,0
101535,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,HERITAGE K-8 CHARTER,78,95,0,0,5,1
6038228,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,JUNIPER ELEMENTARY,126,99,1,0,0,0
6107882,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,L. R. GREEN ELEMENTARY,139,93,7,0,0,0
6038236,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,LINCOLN ELEMENTARY,139,100,0,0,0,0
6066997,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,MILLER ELEMENTARY,78,97,1,0,1,1
6102750,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,NORTH BROADWAY ELEMENTARY,122,98,1,0,1,0
6038244,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,OAK HILL ELEMENTARY,161,97,3,0,0,0
6038947,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,ORANGE GLEN ELEMENTARY,156,96,3,0,1,0
6110381,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,PIONEER ELEMENTARY,151,93,4,0,3,0
107862,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,REIDY CREEK ELEMENTARY,121,90,0,2,7,7
6111769,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,ROCK SPRINGS ELEMENTARY,114,99,1,0,0,0
6038251,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,ROSE ELEMENTARY,109,96,3,0,1,0
6038285,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,FALLBROOK STREET ELEMENTARY,101,92,4,1,3,0
6038269,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,LA PALOMA ELEMENTARY,93,81,16,1,2,0
6109524,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,LIVE OAK ELEMENTARY,75,91,8,0,1,0
131920,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,MAIE ELLIS ELEMENTARY,103,99,1,0,0,0
6038301,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,OCEANSIDE,MARY FAY PENDLETON ELEMENTARY,156,90,8,0,2,0
6096515,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,SAN CLEMENTE,SAN ONOFRE ELEMENTARY,162,94,4,0,2,0
6116420,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,WILLIAM H. FRAZIER ELEMENTARY,98,94,1,0,5,0
6117303,SAN DIEGO,PUBLIC,JAMUL-DULZURA UNION ELEMENTARY,JAMUL,GREATER SAN DIEGO ACADEMY,35,60,0,0,40,23
6038319,SAN DIEGO,PUBLIC,JAMUL-DULZURA UNION ELEMENTARY,JAMUL,JAMUL PRIMARY,64,97,2,0,2,0
128421,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,HARBOR SPRINGS CHARTER,150,83,1,1,15,5
3731239,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,JULIAN CHARTER,187,55,0,1,44,23
6038327,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,JULIAN ELEMENTARY,39,95,5,0,0,0
6038400,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,AVONDALE ELEMENTARY,69,90,10,0,0,0
6038418,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,BANCROFT ELEMENTARY,84,96,2,0,1,0
6038434,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,CASA DE ORO ELEMENTARY,86,92,6,0,2,2
6038442,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,EL CAJON,FLETCHER HILLS ELEMENTARY,121,98,1,0,1,0
6038459,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,HIGHLANDS ELEMENTARY,95,96,3,0,1,1
6038467,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,KEMPTON STREET ELEMENTARY,94,90,10,0,0,0
6038475,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,LA MESA DALE ELEMENTARY,90,97,0,1,2,0
6038509,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,LA PRESA ELEMENTARY,63,95,2,0,3,0
6038517,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,LEMON AVENUE ELEMENTARY,132,99,0,0,1,1
6098446,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,LOMA ELEMENTARY,37,86,11,0,3,3
6038525,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MARYLAND AVENUE ELEMENTARY,86,77,20,0,3,3
6070833,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MURDOCK ELEMENTARY,101,96,3,0,1,0
6038533,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MURRAY MANOR ELEMENTARY,104,89,6,0,5,2
6038541,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,NORTHMONT ELEMENTARY,75,84,13,0,3,0
6038566,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,RANCHO ELEMENTARY,54,98,2,0,0,0
6038574,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,ROLANDO ELEMENTARY,84,98,1,0,1,1
6111207,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,SWEETWATER SPRINGS ELEMENTARY,79,97,1,0,1,0
6120901,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,BARONA INDIAN CHARTER,12,100,0,0,0,0
129288,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,EUCALYPTUS HILLS ELEMENTARY,107,95,2,0,3,0
6038343,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LAKESIDE FARMS ELEMENTARY,109,81,17,0,3,2
6038368,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LAKEVIEW ELEMENTARY,135,96,3,0,1,0
6110092,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LEMON CREST ELEMENTARY,90,97,2,0,1,0
6038376,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LINDO PARK ELEMENTARY,77,99,0,0,1,0
118323,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,VISTA,NATIONAL UNIVERSITY ACADEMY,122,61,2,0,37,20
6038392,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,WINTER GARDENS ELEMENTARY,174,93,1,0,6,2
6038608,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES,67,97,1,0,1,0
6038624,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,MONTEREY HEIGHTS ELEMENTARY,91,99,0,0,1,0
6038632,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,MT. VERNON ELEMENTARY,78,99,0,0,1,0
6038657,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,SAN ALTOS ELEMENTARY,89,97,1,0,2,0
6038665,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,SAN MIGUEL ELEMENTARY,78,97,1,0,1,0
6038673,SAN DIEGO,PUBLIC,LEMON GROVE,LA MESA,VISTA LA MESA ACADEMY,111,88,11,0,1,0
127068,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,SAN DIEGO,ACADEMY OF ARTS AND SCIENCES: DEL MAR ELEMENTARY -K-5-,14,57,0,0,43,43
6038681,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,CAMPO,CAMPO ELEMENTARY,60,97,2,0,2,2
6085054,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,BOULEVARD,CLOVER FLAT ELEMENTARY,25,96,0,0,4,0
129668,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,SAN MARCOS,COUNTY COLLABORATIVE CHARTER,24,33,17,0,50,29
6038699,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,DESCANSO,DESCANSO ELEMENTARY,38,97,0,0,3,0
6097190,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,POTRERO,POTRERO ELEMENTARY,34,97,0,0,3,3
132621,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,BEACON CLASSICAL ACADEMY NATIONAL CITY,36,97,0,0,3,3
6038731,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,CENTRAL ELEMENTARY,101,98,2,0,0,0
6038749,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,EL TOYON ELEMENTARY,75,99,1,0,0,0
101360,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,INTEGRITY CHARTER,40,95,0,0,5,0
6038764,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,IRA HARBISON,92,98,1,1,0,0
6038756,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,JOHN A. OTIS ELEMENTARY,80,99,1,0,0,0
6038772,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,KIMBALL,62,98,2,0,0,0
6038780,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,LAS PALMAS,100,99,1,0,0,0
6038798,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,LINCOLN ACRES,106,99,1,0,0,0
6038806,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,OLIVEWOOD,128,98,2,0,1,0
6038814,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,PALMER WAY,112,99,1,0,0,0
6108559,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,RANCHO DE LA NACION,70,96,4,0,0,0
6108211,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,CHRISTA MCAULIFFE ELEMENTARY,121,94,3,0,2,0
101071,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,COASTAL ACADEMY,179,53,10,0,37,23
6088991,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,DEL RIO ELEMENTARY,80,99,1,0,0,0
6069108,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,E. G. GARRISON ELEMENTARY,74,99,1,0,0,0
6109995,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,IVEY RANCH ELEMENTARY,108,96,0,1,3,1
6038848,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,LAUREL ELEMENTARY,98,98,0,1,1,1
6038855,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,LIBBY ELEMENTARY,103,98,2,0,0,0
113514,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,LOUISE FOUSSAT ELEMENTARY,130,98,0,1,1,1
6038871,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,MISSION ELEMENTARY,102,99,0,0,1,0
6119713,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,NICHOLS ELEMENTARY,119,98,0,0,2,0
6038889,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,NORTH TERRACE ELEMENTARY,132,96,0,0,4,0
6038897,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,PALMQUIST ELEMENTARY,119,97,0,0,3,2
6106546,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,REYNOLDS ELEMENTARY,136,97,1,0,1,0
6038905,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SAN LUIS REY ELEMENTARY,75,95,1,0,1,0
6038913,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SANTA MARGARITA ELEMENTARY,117,94,4,1,1,1
6038921,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SOUTH OCEANSIDE ELEMENTARY,121,92,5,0,3,2
6115299,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,STUART MESA ELEMENTARY,114,98,1,0,1,1
6110878,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,ADOBE BLUFFS ELEMENTARY,63,98,2,0,0,0
6106520,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,CANYON VIEW ELEMENTARY,96,95,1,0,4,0
6097216,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,CHAPARRAL ELEMENTARY,127,92,1,0,7,1
6117469,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,CREEKSIDE ELEMENTARY,118,95,1,0,4,0
6109300,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,DEER CANYON ELEMENTARY,83,96,1,0,2,0
116475,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,DEL SUR ELEMENTARY,147,98,0,0,2,0
129056,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,DESIGN 39 CAMPUS,133,99,1,0,0,0
6038970,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,GARDEN ROAD ELEMENTARY,99,94,1,0,5,1
6110886,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,HIGHLAND RANCH ELEMENTARY,129,96,0,2,2,0
6070841,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,LOS PENASQUITOS ELEMENTARY,100,94,2,0,3,0
6038996,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,MIDLAND ELEMENTARY,130,94,2,1,3,2
111187,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,MONTEREY RIDGE ELEMENTARY,184,96,1,0,3,0
6109318,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,MORNING CREEK ELEMENTARY,162,95,3,0,2,0
6085088,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,PAINTED ROCK ELEMENTARY,117,94,3,1,3,0
6111314,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,PARK VILLAGE ELEMENTARY,108,99,1,0,0,0
6039002,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,POMERADO ELEMENTARY,86,94,2,0,3,0
6097208,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,ROLLING HILLS ELEMENTARY,99,99,0,0,1,0
6114854,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,SHOAL CREEK ELEMENTARY,105,99,1,0,0,0
102822,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,STONE RANCH ELEMENTARY,174,95,1,1,3,0
6099444,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,SUNDANCE ELEMENTARY,83,86,0,1,13,1
6093231,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,SUNSET HILLS ELEMENTARY,87,97,1,0,2,0
6095053,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,TIERRA BONITA ELEMENTARY,76,96,4,0,0,0
6109326,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,TURTLEBACK ELEMENTARY,125,86,0,6,7,2
6039010,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,VALLEY ELEMENTARY,131,82,15,0,3,0
6070858,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,WESTWOOD ELEMENTARY,161,93,0,1,7,1
116764,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,WILLOW GROVE ELEMENTARY,132,98,2,0,0,0
6110720,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,BARNETT ELEMENTARY,76,97,3,0,0,0
6039028,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,HANSON ELEMENTARY,81,96,0,0,4,0
6105555,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,JAMES DUKES ELEMENTARY,81,91,1,0,7,0
131250,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,MOUNTAIN VALLEY ACADEMY,19,53,0,0,47,0
6107999,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,MT. WOODSON ELEMENTARY,90,96,1,0,3,0
131268,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,RAMONA COMMUNITY MONTESSORI,45,76,2,0,22,4
6039036,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,RAMONA ELEMENTARY,85,95,4,0,1,0
6039051,SAN DIEGO,PUBLIC,RANCHO SANTA FE ELEMENTARY,RANCHO SANTA FE,R. ROGER ROWE ELEMENTARY,49,88,2,2,8,0
6119119,SAN DIEGO,PUBLIC,SAN DIEGO COUNTY OFFICE OF EDUCATION,EL CAJON,LITERACY FIRST CHARTER,154,92,1,1,7,6
120493,SAN DIEGO,PUBLIC,SAN DIEGO COUNTY OFFICE OF EDUCATION,SAN DIEGO,MONARCH,23,74,22,0,4,4
6039101,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ADAMS ELEMENTARY,66,98,0,0,2,0
6039119,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ALCOTT ELEMENTARY,43,88,0,0,5,0
124206,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AMERICA'S FINEST CHARTER,41,85,15,0,0,0
6039135,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ANGIER ELEMENTARY,125,98,1,0,1,1
6039143,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AUDUBON K-8,62,97,2,0,2,0
6039150,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BAKER ELEMENTARY,90,100,0,0,0,0
6039168,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BALBOA ELEMENTARY,108,99,1,0,0,0
6039184,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BARNARD ELEMENTARY,114,95,1,0,4,0
6039200,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BAY PARK ELEMENTARY,116,93,3,0,3,2
6040299,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BENCHLEY WEINBERGER ELEMENTARY,93,92,0,0,6,0
6106173,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BETHUNE K-8,55,100,0,0,0,0
6039242,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,LA JOLLA,BIRD ROCK ELEMENTARY,92,79,5,2,12,1
6039259,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BIRNEY ELEMENTARY,105,94,0,0,3,0
6039267,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BOONE ELEMENTARY,96,97,2,0,1,0
6039283,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BURBANK ELEMENTARY,92,100,0,0,0,0
6039291,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CABRILLO ELEMENTARY,39,97,0,0,3,3
6039309,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CADMAN ELEMENTARY,39,92,0,0,8,5
6039341,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CARSON ELEMENTARY,96,98,1,0,1,0
6039358,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CARVER ELEMENTARY,60,95,0,2,3,0
6039366,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CENTRAL ELEMENTARY,145,98,1,1,0,0
6114300,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHAVEZ ELEMENTARY,117,100,0,0,0,0
108282,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHEROKEE POINT ELEMENTARY,72,99,0,0,1,0
6039374,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHESTERTON ELEMENTARY,104,99,0,0,0,0
6039382,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHOLLAS MEAD ELEMENTARY,111,100,0,0,0,0
6039390,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CLAY ELEMENTARY,62,97,0,2,2,0
6039424,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CROWN POINT ELEMENTARY,72,90,3,0,7,0
6039432,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CUBBERLEY ELEMENTARY,26,100,0,0,0,0
6039440,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CURIE ELEMENTARY,114,97,2,1,0,0
6096879,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DAILARD ELEMENTARY,132,93,1,0,4,0
6039457,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DARNALL CHARTER,75,100,0,0,0,0
6039481,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DEWEY ELEMENTARY,83,99,0,0,1,0
6112726,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DINGEMAN ELEMENTARY,157,99,0,1,0,0
6099055,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DOYLE ELEMENTARY,222,97,1,0,2,0
6039499,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EDISON ELEMENTARY,97,98,0,0,2,0
6120935,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EINSTEIN ACADEMY,138,93,0,1,7,0
129395,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ELEVATE ELEMENTARY,50,76,14,0,10,2
6039507,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EMERSON BANDINI ELEMENTARY,100,98,0,2,0,0
129387,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EMPOWER CHARTER,36,94,3,0,3,0
6039515,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ENCANTO ELEMENTARY,90,98,1,0,1,0
126151,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EPIPHANY PREP CHARTER,16,100,0,0,0,0
6089015,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ERICSON ELEMENTARY,157,98,1,0,1,0
6039523,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EUCLID ELEMENTARY,90,99,1,0,0,0
