school_code,county,pub-priv,district,city,school_name,enrollment,up-to-date-percentage,conditional-percentage,medical-exemption-percentage,belief-exemption-percentage,religious-belief_exemption_percentage
6119549,LOS ANGELES,PUBLIC,PASADENA UNIFIED,PASADENA,WASHINGTON ACCELERATED ELEMENTARY,98,83,16,0,1,1
6021778,LOS ANGELES,PUBLIC,PASADENA UNIFIED,PASADENA,WILLARD ELEMENTARY,142,80,20,0,0,0
6021786,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,ALCOTT ELEMENTARY,128,97,2,0,2,2
6021794,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,ALLISON ELEMENTARY,44,100,0,0,0,0
6068787,LOS ANGELES,PUBLIC,POMONA UNIFIED,DIAMOND BAR,ARMSTRONG ELEMENTARY,69,96,3,0,1,1
6021802,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,ARROYO ELEMENTARY,94,100,0,0,0,0
6021927,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,BARFIELD ELEMENTARY,54,100,0,0,0,0
111054,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,CORTEZ ELEMENTARY,48,100,0,0,0,0
6101133,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,DECKER ELEMENTARY,69,97,0,0,3,0
6021828,LOS ANGELES,PUBLIC,POMONA UNIFIED,DIAMOND BAR,DIAMOND POINT ELEMENTARY,41,98,2,0,0,0
6021836,LOS ANGELES,PUBLIC,POMONA UNIFIED,DIAMOND BAR,GOLDEN SPRINGS ELEMENTARY,47,98,0,0,2,0
6021851,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,HARRISON ELEMENTARY,47,98,0,0,2,0
6021869,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,KELLOGG POLYTECHNIC ELEMENTARY,65,92,2,0,5,5
6021877,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,KINGSLEY ELEMENTARY,122,100,0,0,0,0
6021984,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,LA VERNE SCIENCE AND TECHNOLOGY CHARTER,50,92,6,2,0,0
6021885,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,LEXINGTON ELEMENTARY,84,98,0,0,2,1
6021893,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,LINCOLN ELEMENTARY,72,100,0,0,0,0
111047,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,LOPEZ ELEMENTARY,112,97,3,0,0,0
6021901,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,MADISON ELEMENTARY,102,99,1,0,0,0
6021919,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,MONTVUE ELEMENTARY,39,77,15,0,8,5
6120653,LOS ANGELES,PUBLIC,POMONA UNIFIED,DIAMOND BAR,PANTERA ELEMENTARY,49,94,0,0,6,4
6021935,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,PHILADELPHIA ELEMENTARY,125,88,11,0,1,0
6108922,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,RANCH HILLS ELEMENTARY,55,93,2,2,4,0
6021943,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,ROOSEVELT ELEMENTARY,95,100,0,0,0,0
6112437,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,SAN ANTONIO ELEMENTARY,73,99,1,0,0,0
6021950,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,SAN JOSE ELEMENTARY,61,75,25,0,0,0
6108914,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,VEJAR ELEMENTARY,122,100,0,0,0,0
6021968,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,WASHINGTON ELEMENTARY,108,97,2,1,0,0
6021976,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,WESTMONT ELEMENTARY,49,100,0,0,0,0
6022008,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,ALTA VISTA ELEMENTARY,115,93,1,0,6,1
6022024,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,BERYL HEIGHTS ELEMENTARY,77,96,0,0,4,0
6022032,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,BIRNEY ELEMENTARY,77,95,0,0,5,0
6022099,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,JEFFERSON ELEMENTARY,96,97,0,0,3,0
6022107,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,LINCOLN ELEMENTARY,91,98,2,0,0,0
6022115,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,MADISON ELEMENTARY,112,89,6,1,4,0
6022149,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,TULITA ELEMENTARY,106,92,4,0,4,0
6022156,LOS ANGELES,PUBLIC,REDONDO BEACH UNIFIED,REDONDO BEACH,WASHINGTON ELEMENTARY,132,94,1,0,5,0
6022164,LOS ANGELES,PUBLIC,ROSEMEAD ELEMENTARY,ROSEMEAD,EMMA W. SHUEY ELEMENTARY,62,100,0,0,0,0
6022172,LOS ANGELES,PUBLIC,ROSEMEAD ELEMENTARY,ROSEMEAD,ENCINITA ELEMENTARY,67,100,0,0,0,0
6022180,LOS ANGELES,PUBLIC,ROSEMEAD ELEMENTARY,ROSEMEAD,MILDRED B. JANSON ELEMENTARY,103,99,1,0,0,0
6022206,LOS ANGELES,PUBLIC,ROSEMEAD ELEMENTARY,ROSEMEAD,SAVANNAH ELEMENTARY,59,100,0,0,0,0
6022222,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,ROWLAND HEIGHTS,BLANDFORD ELEMENTARY,80,98,0,1,1,1
6022271,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WEST COVINA,HOLLINGWORTH ELEMENTARY,75,99,1,0,0,0
6022289,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,LA PUENTE,HURLEY ELEMENTARY,92,100,0,0,0,0
120600,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,SIMI VALLEY,IQ ACADEMY CALIFORNIA-LOS ANGELES,20,75,5,0,20,20
6022297,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,ROWLAND HEIGHTS,JELLICK ELEMENTARY,80,93,6,0,1,0
6022305,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,ROWLAND HEIGHTS,KILLIAN ELEMENTARY,93,99,1,0,0,0
6022321,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,LA PUENTE,NORTHAM ELEMENTARY,101,99,1,0,0,0
6022347,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,LA PUENTE,RORIMER ELEMENTARY,86,97,3,0,0,0
6022354,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,ROWLAND HEIGHTS,ROWLAND ELEMENTARY,86,99,1,0,0,0
6022362,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,ROWLAND HEIGHTS,SHELYN ELEMENTARY,49,96,2,2,0,0
6103352,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WALNUT,STANLEY G. OSWALT ACADEMY,130,98,1,0,1,0
125005,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WEST COVINA,TELESIS ACADEMY OF SCIENCE & MATH,66,95,2,0,3,0
6022388,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,LA PUENTE,VILLACORTA ELEMENTARY,66,100,0,0,0,0
6022404,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,WALNUT,YBARRA ACADEMY FOR THE ARTS AND TECHNOLOGY,79,96,3,0,1,0
6022412,LOS ANGELES,PUBLIC,ROWLAND UNIFIED,LA PUENTE,YORBITA ELEMENTARY,77,99,1,0,0,0
1995422,LOS ANGELES,PUBLIC,SAN ANTONIO ROP,POMONA,SAN ANTONIO ROP,,,,,,
6022420,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,COOLIDGE ELEMENTARY,53,100,0,0,0,0
6022453,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,MCKINLEY ELEMENTARY,78,92,6,1,0,0
6022461,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,ROOSEVELT ELEMENTARY,104,100,0,0,0,0
6022479,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,WASHINGTON ELEMENTARY,74,100,0,0,0,0
6022487,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,WILSON ELEMENTARY,47,100,0,0,0,0
6022495,LOS ANGELES,PUBLIC,SAN MARINO UNIFIED,SAN MARINO,CARVER ELEMENTARY,102,98,2,0,0,0
6022529,LOS ANGELES,PUBLIC,SAN MARINO UNIFIED,SAN MARINO,VALENTINE ELEMENTARY,109,99,0,0,1,1
6022545,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,EDISON ELEMENTARY,67,93,3,0,4,0
6022552,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,FRANKLIN ELEMENTARY,144,88,1,0,11,1
6022560,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,GRANT ELEMENTARY,93,88,3,0,9,0
6022578,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,JOHN MUIR ELEMENTARY,48,83,0,0,17,4
6022537,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,MALIBU,JUAN CABRILLO ELEMENTARY,22,82,0,0,18,0
6022594,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,MCKINLEY ELEMENTARY,144,88,6,0,6,0
6022602,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,MALIBU,POINT DUME ELEMENTARY,24,79,0,0,21,0
6022610,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,ROOSEVELT ELEMENTARY,131,92,3,0,5,0
6093538,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,SANTA MONICA ALTERNATIVE -K-8-,22,91,5,0,5,0
6022636,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,MALIBU,WEBSTER ELEMENTARY,35,86,0,0,14,0
6022644,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,WILL ROGERS ELEMENTARY,134,92,3,0,5,0
6120257,LOS ANGELES,PUBLIC,SAUGUS UNION,SANTA CLARITA,BRIDGEPORT ELEMENTARY,145,89,4,0,6,0
6022651,LOS ANGELES,PUBLIC,SAUGUS UNION,CANYON COUNTRY,CEDARCREEK ELEMENTARY,88,100,0,0,0,0
6106876,LOS ANGELES,PUBLIC,SAUGUS UNION,VALENCIA,CHARLES HELMERS ELEMENTARY,128,91,7,1,1,0
6068860,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,HIGHLANDS ELEMENTARY,83,84,10,0,6,0
6107924,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,JAMES FOSTER ELEMENTARY,83,82,13,1,4,0
6112528,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,MOUNTAINVIEW ELEMENTARY,106,92,0,0,8,0
6116495,LOS ANGELES,PUBLIC,SAUGUS UNION,VALENCIA,NORTH PARK ELEMENTARY,82,87,5,0,9,0
6115513,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,PLUM CANYON ELEMENTARY,99,95,0,0,5,1
6022685,LOS ANGELES,PUBLIC,SAUGUS UNION,CANYON COUNTRY,RIO VISTA ELEMENTARY,77,88,12,0,0,0
6022693,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,ROSEDELL ELEMENTARY,113,96,2,1,1,1
6022701,LOS ANGELES,PUBLIC,SAUGUS UNION,SAUGUS,SANTA CLARITA ELEMENTARY,72,90,4,0,6,1
6022727,LOS ANGELES,PUBLIC,SAUGUS UNION,CANYON COUNTRY,SKYBLUE MESA ELEMENTARY,95,86,13,1,0,0
108597,LOS ANGELES,PUBLIC,SAUGUS UNION,VALENCIA,TESORO DEL VALLE ELEMENTARY,97,82,16,0,1,0
119230,LOS ANGELES,PUBLIC,SAUGUS UNION,VALENCIA,WEST CREEK ACADEMY,171,92,6,0,1,0
118760,LOS ANGELES,PUBLIC,SBE - BARACK OBAMA CHARTER,LOS ANGELES,BARACK OBAMA CHARTER,50,100,0,0,0,0
121137,LOS ANGELES,PUBLIC,SBE - INGENIUM CHARTER,CANOGA PARK,INGENIUM CHARTER,68,99,1,0,0,0
6022768,LOS ANGELES,PUBLIC,SOUTH PASADENA UNIFIED,SOUTH PASADENA,ARROYO VISTA ELEMENTARY,111,95,1,0,5,5
6022776,LOS ANGELES,PUBLIC,SOUTH PASADENA UNIFIED,SOUTH PASADENA,MARENGO ELEMENTARY,120,94,0,0,6,6
6022784,LOS ANGELES,PUBLIC,SOUTH PASADENA UNIFIED,SOUTH PASADENA,MONTEREY HILLS ELEMENTARY,169,96,1,0,3,2
6022800,LOS ANGELES,PUBLIC,SOUTH WHITTIER ELEMENTARY,WHITTIER,CARMELA ELEMENTARY,64,84,16,0,0,0
6022818,LOS ANGELES,PUBLIC,SOUTH WHITTIER ELEMENTARY,WHITTIER,HOWARD J. MCKIBBEN ELEMENTARY,57,98,2,0,0,0
6022826,LOS ANGELES,PUBLIC,SOUTH WHITTIER ELEMENTARY,WHITTIER,LAKE MARIE ELEMENTARY,33,94,6,0,0,0
6022834,LOS ANGELES,PUBLIC,SOUTH WHITTIER ELEMENTARY,WHITTIER,LOMA VISTA ELEMENTARY,86,99,1,0,0,0
6022842,LOS ANGELES,PUBLIC,SOUTH WHITTIER ELEMENTARY,WHITTIER,LOS ALTOS ELEMENTARY,100,73,27,0,0,0
6022677,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,CANYON SPRINGS COMMUNITY ELEMENTARY,57,96,0,0,0,0
6120513,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,SANTA CLARITA,FAIR OAKS RANCH COMMUNITY,145,96,1,0,3,0
116616,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,SANTA CLARITA,GOLDEN OAK COMMUNITY,70,97,0,1,1,0
6022883,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,LEONA H. COX COMMUNITY ELEMENTARY,127,87,9,0,4,0
6022891,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,MINT CANYON COMMUNITY ELEMENTARY,81,98,2,0,0,0
6066807,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,MITCHELL COMMUNITY ELEMENTARY,103,96,3,0,1,1
6107205,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,PINETREE COMMUNITY ELEMENTARY,75,99,0,0,1,0
6022917,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,CANYON COUNTRY,SULPHUR SPRINGS COMMUNITY ELEMENTARY,119,97,2,0,2,0
6071682,LOS ANGELES,PUBLIC,SULPHUR SPRINGS UNION,NEWHALL,VALLEY VIEW ELEMENTARY,98,94,1,0,5,0
6022933,LOS ANGELES,PUBLIC,TEMPLE CITY UNIFIED,SAN GABRIEL,EMPEROR ELEMENTARY,84,94,5,1,0,0
6022941,LOS ANGELES,PUBLIC,TEMPLE CITY UNIFIED,TEMPLE CITY,LA ROSA ELEMENTARY,157,95,5,0,0,0
6022958,LOS ANGELES,PUBLIC,TEMPLE CITY UNIFIED,TEMPLE CITY,LONGDEN ELEMENTARY,136,94,5,0,1,1
1995976,LOS ANGELES,PUBLIC,TEMPLE CITY UNIFIED,TEMPLE CITY,TEMPLE CITY ALTERNATIVE,,,,,,
6022982,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,ANZA ELEMENTARY,105,96,1,0,3,0
6022990,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,ARLINGTON ELEMENTARY,86,94,6,0,0,0
6023063,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,EDISON ELEMENTARY,93,91,8,0,1,1
6023022,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,EVELYN CARR ELEMENTARY,83,96,2,1,0,0
6023071,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,FERN ELEMENTARY,114,95,2,0,4,1
6023105,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,HICKORY ELEMENTARY,145,93,3,0,4,1
6023303,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,HOWARD WOOD ELEMENTARY,86,88,7,0,5,3
6022974,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,JOHN ADAMS ELEMENTARY,97,85,11,1,3,0
6023006,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,JOSEPH ARNOLD ELEMENTARY,115,91,8,1,0,0
6023147,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,LINCOLN ELEMENTARY,79,95,5,0,0,0
6023220,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,RIVIERA ELEMENTARY,106,86,8,7,0,0
6023238,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,SEASIDE ELEMENTARY,116,93,2,0,5,3
6023261,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,TORRANCE ELEMENTARY,84,93,7,0,0,0
6023279,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,TOWERS ELEMENTARY,106,87,12,1,0,0
6023287,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,VICTOR ELEMENTARY,158,97,3,0,1,1
6023295,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,WALTERIA ELEMENTARY,136,91,8,0,1,1
6023329,LOS ANGELES,PUBLIC,TORRANCE UNIFIED,TORRANCE,YUKON ELEMENTARY,70,100,0,0,0,0
6023337,LOS ANGELES,PUBLIC,VALLE LINDO ELEMENTARY,SOUTH EL MONTE,NEW TEMPLE,115,99,1,0,0,0
6023352,LOS ANGELES,PUBLIC,WALNUT VALLEY UNIFIED,DIAMOND BAR,CASTLE ROCK ELEMENTARY,109,98,1,0,1,0
6023360,LOS ANGELES,PUBLIC,WALNUT VALLEY UNIFIED,WALNUT VALLEY,COLLEGEWOOD ELEMENTARY,108,95,3,0,2,0
6095467,LOS ANGELES,PUBLIC,WALNUT VALLEY UNIFIED,WALNUT,CYRUS J. MORRIS ELEMENTARY,83,100,0,0,0,0
6023378,LOS ANGELES,PUBLIC,WALNUT VALLEY UNIFIED,DIAMOND BAR,EVERGREEN ELEMENTARY,91,97,0,0,3,1
6108336,LOS ANGELES,PUBLIC,WALNUT VALLEY UNIFIED,WALNUT,LEONARD G. WESTHOFF ELEMENTARY,69,99,1,0,0,0
6100309,LOS ANGELES,PUBLIC,WALNUT VALLEY UNIFIED,DIAMOND BAR,MAPLE HILL ELEMENTARY,67,100,0,0,0,0
6106918,LOS ANGELES,PUBLIC,WALNUT VALLEY UNIFIED,DIAMOND BAR,QUAIL SUMMIT ELEMENTARY,70,100,0,0,0,0
6023394,LOS ANGELES,PUBLIC,WALNUT VALLEY UNIFIED,WALNUT,VEJAR ELEMENTARY,72,94,6,0,0,0
6023402,LOS ANGELES,PUBLIC,WALNUT VALLEY UNIFIED,WALNUT,WALNUT ELEMENTARY,106,97,0,1,2,0
112706,LOS ANGELES,PUBLIC,WEST COVINA UNIFIED,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY LOS ANGELES,111,82,0,0,18,7
6023428,LOS ANGELES,PUBLIC,WEST COVINA UNIFIED,WEST COVINA,CAMERON ELEMENTARY,65,100,0,0,0,0
6023485,LOS ANGELES,PUBLIC,WEST COVINA UNIFIED,WEST COVINA,MERCED ELEMENTARY,90,98,1,1,0,0
6023493,LOS ANGELES,PUBLIC,WEST COVINA UNIFIED,WEST COVINA,MERLINDA ELEMENTARY,96,99,0,0,1,1
6023501,LOS ANGELES,PUBLIC,WEST COVINA UNIFIED,WEST COVINA,MONTE VISTA ELEMENTARY,72,96,4,0,0,0
6023519,LOS ANGELES,PUBLIC,WEST COVINA UNIFIED,WEST COVINA,ORANGEWOOD ELEMENTARY,102,99,0,0,1,1
6023527,LOS ANGELES,PUBLIC,WEST COVINA UNIFIED,WEST COVINA,SAN JOSE CHARTER ACADEMY,154,97,1,0,1,1
6023535,LOS ANGELES,PUBLIC,WEST COVINA UNIFIED,WEST COVINA,VINE ELEMENTARY,99,100,0,0,0,0
6023543,LOS ANGELES,PUBLIC,WEST COVINA UNIFIED,WEST COVINA,WESCOVE ELEMENTARY,100,100,0,0,0,0
110098,LOS ANGELES,PUBLIC,WESTSIDE UNION ELEMENTARY,PALMDALE,ANAVERDE HILLS,71,97,3,0,0,0
6109664,LOS ANGELES,PUBLIC,WESTSIDE UNION ELEMENTARY,PALMDALE,COTTONWOOD ELEMENTARY,69,91,1,0,7,0
6023568,LOS ANGELES,PUBLIC,WESTSIDE UNION ELEMENTARY,LANCASTER,DEL SUR SENIOR ELEMENTARY,57,95,0,0,5,0
101543,LOS ANGELES,PUBLIC,WESTSIDE UNION ELEMENTARY,PALMDALE,ESPERANZA ELEMENTARY,168,96,3,0,1,1
125690,LOS ANGELES,PUBLIC,WESTSIDE UNION ELEMENTARY,PALMDALE,GREGG ANDERSON ACADEMY,124,94,1,0,6,2
6023576,LOS ANGELES,PUBLIC,WESTSIDE UNION ELEMENTARY,LEONA VALLEY,LEONA VALLEY ELEMENTARY,15,93,7,0,0,0
6023584,LOS ANGELES,PUBLIC,WESTSIDE UNION ELEMENTARY,QUARTZ HILL,QUARTZ HILL ELEMENTARY,120,93,3,0,5,2
6108245,LOS ANGELES,PUBLIC,WESTSIDE UNION ELEMENTARY,PALMDALE,RANCHO VISTA ELEMENTARY,121,92,3,0,5,2
6111520,LOS ANGELES,PUBLIC,WESTSIDE UNION ELEMENTARY,LANCASTER,SUNDOWN ELEMENTARY,183,96,2,0,3,2
6023592,LOS ANGELES,PUBLIC,WESTSIDE UNION ELEMENTARY,LANCASTER,VALLEY VIEW ELEMENTARY,120,89,7,0,4,3
6023626,LOS ANGELES,PUBLIC,WHITTIER CITY ELEMENTARY,WHITTIER,CHRISTIAN SORENSEN ELEMENTARY,89,97,3,0,0,0
6023634,LOS ANGELES,PUBLIC,WHITTIER CITY ELEMENTARY,WHITTIER,DANIEL PHELAN ELEMENTARY,116,95,3,0,2,0
6023667,LOS ANGELES,PUBLIC,WHITTIER CITY ELEMENTARY,WHITTIER,LONGFELLOW ELEMENTARY,81,89,0,0,6,1
6023675,LOS ANGELES,PUBLIC,WHITTIER CITY ELEMENTARY,WHITTIER,LOU HENRY HOOVER ELEMENTARY,62,97,0,0,3,0
6023683,LOS ANGELES,PUBLIC,WHITTIER CITY ELEMENTARY,WHITTIER,LYDIA JACKSON ELEMENTARY,106,75,25,0,0,0
6023691,LOS ANGELES,PUBLIC,WHITTIER CITY ELEMENTARY,WHITTIER,MILL ELEMENTARY,77,95,0,1,4,3
6023717,LOS ANGELES,PUBLIC,WHITTIER CITY ELEMENTARY,WHITTIER,ORANGE GROVE ELEMENTARY,53,98,0,0,2,2
6023709,LOS ANGELES,PUBLIC,WHITTIER CITY ELEMENTARY,WHITTIER,WALLEN L. ANDREWS ELEMENTARY,58,97,0,0,3,0
6023733,LOS ANGELES,PUBLIC,WHITTIER CITY ELEMENTARY,WHITTIER,WEST WHITTIER ELEMENTARY,77,99,0,0,1,0
126953,LOS ANGELES,PUBLIC,WHITTIER CITY ELEMENTARY,WHITTIER,WHITTIER INDEPENDENT STUDY,,,,,,
117234,LOS ANGELES,PUBLIC,WILLIAM S. HART UNION HIGH,CASTAIC,SANTA CLARITA VALLEY INTERNATIONAL,75,75,13,3,9,5
6106785,LOS ANGELES,PUBLIC,WILSONA ELEMENTARY,PALMDALE,VISTA SAN GABRIEL ELEMENTARY,195,100,0,0,0,0
128728,LOS ANGELES,PUBLIC,WISEBURN UNIFIED,HAWTHORNE,DA VINCI INNOVATION ACADEMY,47,60,19,0,21,0
6023824,LOS ANGELES,PUBLIC,WISEBURN UNIFIED,HAWTHORNE,JUAN CABRILLO ELEMENTARY,176,90,3,0,7,0
6023808,LOS ANGELES,PUBLIC,WISEBURN UNIFIED,HAWTHORNE,JUAN DE ANZA ELEMENTARY,98,97,2,0,1,1
6131486,LOS ANGELES,PRIVATE,,INGLEWOOD,A BRIGHT BEGINNING,24,88,13,0,0,0
6140529,LOS ANGELES,PRIVATE,,INGLEWOOD,A BRIGHT BEGINNING CDC,14,100,0,0,0,0
6984173,LOS ANGELES,PRIVATE,,VAN NUYS,ABC LITTLE SCHOOL,10,100,0,0,0,0
7100514,LOS ANGELES,PRIVATE,,STUDIO CITY,"ABC LITTLE SCHOOL, STUDIO CITY",,,,,,
7077308,LOS ANGELES,PRIVATE,,SHERMAN OAKS,ABC LITTLE SCHOOLÃ¢â‚¬â€œSHERMAN OAKS,23,17,74,0,9,4
6986673,LOS ANGELES,PRIVATE,,NORTHRIDGE,ABRAHAM JOSHUA HESCHEL DAY SCHOOL,31,87,6,0,6,0
6145353,LOS ANGELES,PRIVATE,,COMPTON,ACADÃƒâ€°MIE DES AUTODIDACTES,,,,,,
113001,LOS ANGELES,PRIVATE,,CHATSWORTH,ACADEMY FOR ADVANCEMENT OF CHILDREN WITH,,,,,,
6138200,LOS ANGELES,PRIVATE,,LAKEWOOD,ACCELERATED CHRISTIAN ACADEMY,,,,,,
6906895,LOS ANGELES,PRIVATE,,VALLEY VILLAGE,ADAT ARI EL DAY SCHOOL,16,63,38,0,0,0
6977136,LOS ANGELES,PRIVATE,,BELLFLOWER,ADVENTIST UNION SCHOOL,,,,,,
6149140,LOS ANGELES,PRIVATE,,PASADENA,AGAPE TREE,,,,,,
6998843,LOS ANGELES,PRIVATE,,CANOGA PARK,AGBU MANOOGIANÃ¢â‚¬â€œDEMIRDJIAN,37,81,8,3,8,5
6934145,LOS ANGELES,PRIVATE,,LOS ANGELES,ALEX PILIBOS ARMENIAN,54,96,0,0,4,4
7084643,LOS ANGELES,PRIVATE,,CHATSWORTH,AL-FALAQ ME'RAJ ACADEMY,24,58,42,0,0,0
6960728,LOS ANGELES,PRIVATE,,ALHAMBRA,ALL SOULS SCHOOL,79,100,0,0,0,0
6138218,LOS ANGELES,PRIVATE,,SANTA CLARITA,ALPHA-KIDZ INTERNATIONAL,11,100,0,0,0,0
6134514,LOS ANGELES,PRIVATE,,MONTEREY PARK,ALPHA-SHEN KINDERGARTEN,30,100,0,0,0,0
6931760,LOS ANGELES,PRIVATE,,POMONA,AMERICAN CHRISTIAN ACADEMY,,,,,,
6960736,LOS ANGELES,PRIVATE,,MANHATTAN BEACH,AMERICAN MARTYRS SCHOOL,78,87,9,1,3,0
7082514,LOS ANGELES,PRIVATE,,LOS ANGELES,AMERICAN MONTESSORI PRESCHOOL AND ELEMENTARY,10,100,0,0,0,0
7042211,LOS ANGELES,PRIVATE,,LANCASTER,ANTELOPE VALLEY CHRISTIAN SCHOOL,13,77,23,0,0,0
6977045,LOS ANGELES,PRIVATE,,ARCADIA,ARCADIA CHRISTIAN SCHOOL,26,69,27,0,4,0
6977052,LOS ANGELES,PRIVATE,,ARCADIA,ARCADIA MONTESSORI SCHOOL,22,100,0,0,0,0
